A股代码,B股代码,证券简称,扩位证券简称,公司英文全称,上市日期
600794,-,保税科技,保税科技,"Zhangjiagang Freetrade Science & Technology Group Co., Ltd.",19970306
600795,-,国电电力,国电电力,"GD Power Development Co.,Ltd.",19970318
600796,-,钱江生化,钱江生化,"Zhejiang Qianjiang Biochemical Co.,Ltd",19970408
600797,-,浙大网新,浙大网新,"Insigma Technology Co.,Ltd",19970418
600798,-,宁波海运,宁波海运,Ningbo Marine Company Limited,19970423
600800,-,渤海化学,渤海化学,"Tian Jin Bohai Chemical Co.,Ltd.",19931206
600801,-,华新水泥,华新水泥,"Huaxin Cement Co.,Ltd.",19940103
600802,-,福建水泥,福建水泥,Fujian Cement Inc.,19940103
600803,-,新奥股份,新奥股份,"ENN Natural Gas Co., Ltd.",19940103
600804,-,ST鹏博士,ST鹏博士,"Dr.Peng Telecom&Media Group Co., Ltd.",19940103
600805,-,悦达投资,悦达投资,"Jiangsu Yueda Investment Co., Ltd.",19940103
600807,-,济南高新,济南高新,"Jinan High-tech Development Co.,Ltd.",19940103
600808,-,马钢股份,马钢股份,Maanshan Iron & Steel Company Limited,19940106
600809,-,山西汾酒,山西汾酒,"Shanxi Xinghuacun Fen Wine Factory Co.,Ltd.",19940106
600810,-,神马股份,神马股份,Shenma Industrial Co.Ltd,19940106
600811,-,东方集团,东方集团,Orient Group Incorporation,19940106
600812,-,华北制药,华北制药,North China Pharmaceutical Company.Ltd,19940114
600814,-,杭州解百,杭州解百,"Hangzhou Jiebai Group Co.,Limited",19940114
600815,-,厦工股份,厦工股份,Xiamen XGMA Machinery Company Limited.,19940128
600816,-,ST安信,ST安信,"Anxin Trust Co.,Ltd",19940128
600817,-,宇通重工,宇通重工,"Yutong Heavy Industries Co.,Ltd.",19940128
600818,900915,中路股份,中路股份,"Zhonglu Co.,Ltd",19940128
600819,900918,耀皮玻璃,耀皮玻璃,"Shanghai Yaohua Pilkington Glass Group Co., Ltd.",19940128
600820,-,隧道股份,隧道股份,"Shanghai Tunnel Engineering Co.,Ltd.",19940128
600821,-,金开新能,金开新能,Nyocor Company Limited,19940128
600822,900927,上海物贸,上海物贸,"Shanghai Material Trading Co.,Ltd.",19940204
600823,-,世茂股份,世茂股份,"Shanghai Shimao Co.,Ltd",19940204
600824,-,益民集团,益民集团,"Shanghai Yimin Commercial Group Co.,Ltd.",19940204
600825,-,新华传媒,新华传媒,"Shanghai Xinhua Media Co., Ltd.",19940204
600826,-,兰生股份,兰生股份,Dlg Exhibitions & Events Corporation Limited,19940204
600827,900923,百联股份,百联股份,"Shanghai Bailian Group Co.,Ltd.",19940204
600828,-,茂业商业,茂业商业,"Maoye Commercial Co., Ltd",19940224
600829,-,人民同泰,人民同泰,HPGC Renmintongtai Pharmaceutical Corporation,19940224
600830,-,香溢融通,香溢融通,"Sunny Loan Top Co.,Ltd.",19940224
600831,-,广电网络,广电网络,"Shaanxi Broadcast & Tv Network Intermediary(Group) Co.,Ltd.",19940224
600833,-,第一医药,第一医药,"Shanghai No.1 Pharmacy Co.,Ltd.",19940224
600834,-,申通地铁,申通地铁,"Shanghai Shentong Metro Co.,Ltd.",19940224
600835,900925,上海机电,上海机电,"Shanghai Mechanical & Electrical Industry Co.,Ltd.",19940224
600836,-,上海易连,上海易连,Shanghai Eliansy Industry Group Corporation Limited,19940224
600837,-,海通证券,海通证券,"Haitong Securities Co., Ltd.",19940224
600838,-,上海九百,上海九百,"Shanghai Join Buy Co.,Ltd.",19940224
600839,-,四川长虹,四川长虹,"Sichuan Changhong Electric Co.,Ltd.",19940311
600841,900920,动力新科,动力新科,SHANGHAI NEW POWER AUTOMOTIVE TECHNOLOGY COMPANY LIMITED,19940311
600843,900924,上工申贝,上工申贝,"Shang Gong Group Co.,Ltd.",19940311
600844,900921,丹化科技,丹化科技,"Danhua Chemical Technology Co.,Ltd.",19940311
600845,900926,宝信软件,宝信软件,"Shanghai Baosight Software Co.,Ltd.",19940311
600846,-,同济科技,同济科技,"Shanghai Tongji Science&Technology Industrial Co.,Ltd",19940311
600847,-,万里股份,万里股份,"Chongqing Wanli New Energy Co., Ltd.",19940324
600848,900928,上海临港,上海临港,"Shanghai Lingang Holdings Co.,Ltd.",19940324
600850,-,电科数字,电科数字,"CETC Digital Technology Co.,Ltd.",19940324
600851,900917,海欣股份,海欣股份,"Shanghai Haixin Group Co.,Ltd.",19940404
600853,-,龙建股份,龙建股份,"Longjian Road&Bridge Co.,Ltd",19940404
600854,-,春兰股份,春兰股份,"Jiangsu Chunlan Refrigerating Equipment Stock Co.,Ltd.",19940425
600855,-,航天长峰,航天长峰,"Beijing Aerospace Changfeng Co.,Ltd",19940425
600857,-,宁波中百,宁波中百,"Ningbo Zhongbai Co., Ltd",19940425
600858,-,银座股份,银座股份,"Inzone Group Co.,Ltd",19940506
600859,-,王府井,王府井,"Wangfujing Group Co., Ltd.",19940506
600860,-,京城股份,京城股份,Beijing Jingcheng Machinery Electric Company Limited,19940506
600861,-,北京城乡,北京城乡,"Beijing Urban-Rural Commercial (Group) Co., Ltd.",19940520
600862,-,中航高科,中航高科,"Avic Aviation High-Technology Co.,Ltd.",19940520
600863,-,内蒙华电,内蒙华电,Inner Mongolia Mengdian Huaneng Thermal Power Corporation Limited,19940520
600864,-,哈投股份,哈投股份,"Harbin Hatou Investment Co.,Ltd",19940809
600865,-,百大集团,百大集团,"Baida Group Co.,Ltd.",19940809
600866,-,星湖科技,星湖科技,"STAR LAKE Bioscience Co.,Inc Zhaoqing Guangdong",19940818
600867,-,通化东宝,通化东宝,"Tonghua Dongbao Pharmaceutical Co.,Ltd.",19940824
600868,-,梅雁吉祥,梅雁吉祥,"Guangdong Meiyan Jixiang Hydropower Co.,Ltd.",19940912
600869,-,远东股份,远东股份,"Far East Smarter Energy Co.,Ltd",19950206
600871,-,石化油服,石化油服,Sinopec Oilfield Service Corporation,19950411
600872,-,中炬高新,中炬高新,"Jonjee Hi-Tech Industrial and Commercial Holding Co.,Ltd",19950124
600873,-,梅花生物,梅花生物,"Meihua Holdings Group Co.,Ltd",19950217
600874,-,创业环保,创业环保,Tianjin Capital Environmental Protection Group Company Limited,19950630
600875,-,东方电气,东方电气,Dongfang Electric Corporation Limited,19951010
600876,-,凯盛新能,凯盛新能,TRIUMPH NEW ENERGY COMPANY LIMITED,19951031
600877,-,声光电科,声光电科,CETC ACOUSTIC-OPTIC-ELECTRONIC TECHNOLOGY INC.,19951013
600879,-,航天电子,航天电子,"China Aerospace Times Electronics Co.,Ltd.",19951115
600880,-,博瑞传播,博瑞传播,"Chengdu B-Ray Media Co.,Ltd.",19951115
600881,-,亚泰集团,亚泰集团,"Jilin Yatai (Group) Co.,Ltd.",19951115
600882,-,妙可蓝多,妙可蓝多,"Shanghai Milkground Food Tech Co., Ltd.",19951206
600883,-,博闻科技,博闻科技,"Yunnan Bowin Technology Industry Co.,Ltd",19951208
600884,-,杉杉股份,杉杉股份,"Ningbo Shanshan Co.,Ltd.",19960130
600885,-,宏发股份,宏发股份,"Hongfa Technology Co., Ltd.",19960205
600886,-,国投电力,国投电力,"SDIC POWER HOLDINGS CO.,LTD.",19960118
600887,-,伊利股份,伊利股份,"Inner Mongolia Yili Industrial Group Co.,Ltd.",19960312
600888,-,新疆众和,新疆众和,"Xinjiang Joinworld Co.,Ltd.",19960215
600889,-,南京化纤,南京化纤,"Nanjing Chemical Fibre Co.,Ltd",19960308
600892,-,大晟文化,大晟文化,"Dasheng Times Cultural Investment Co.,Ltd.",19960315
600893,-,航发动力,航发动力,"Aecc Aviation Power Co,Ltd",19960408
600894,-,广日股份,广日股份,"Guangzhou Guangri Stock Co., Ltd.",19960328
600895,-,张江高科,张江高科,"Shanghai Zhangjiang Hi-Tech Park Development Co.,Ltd",19960422
600897,-,厦门空港,厦门空港,"Xiamen International Airport Co., Ltd",19960531
600898,-,国美通讯,国美通讯,"Gome Telecom Equipment Co., Ltd.",19960418
600900,-,长江电力,长江电力,"China Yangtze Power Co., Ltd.",20031118
600901,-,江苏金租,江苏金租,"Jiangsu Financial Leasing Co., Ltd.",20180301
600903,-,贵州燃气,贵州燃气,Guizhou Gas Group Corporation Ltd.,20171107
600905,-,三峡能源,三峡能源,"China Three Gorges Renewables (Group) Co.,Ltd.",20210610
600906,-,财达证券,财达证券,"Caida Securities Co.,Ltd",20210507
600908,-,无锡银行,无锡银行,"Wuxi Rural Commercial Bank Co.,Ltd",20160923
600909,-,华安证券,华安证券,"Huaan Securities Co.,Ltd.",20161206
600916,-,中国黄金,中国黄金,"China National Gold Group Gold Jewellery Co.,Ltd",20210205
600917,-,重庆燃气,重庆燃气,Chongqing Gas Group Corporation Ltd.,20140930
600918,-,中泰证券,中泰证券,"Zhongtai Securities Co., Ltd.",20200603
600919,-,江苏银行,江苏银行,"Bank of Jiangsu Co.,Ltd.",20160802
600926,-,杭州银行,杭州银行,"Bank of Hangzhou Co., Ltd.",20161027
600927,-,永安期货,永安期货,"YONGAN FUTURES CO.,LTD.",20211223
600928,-,西安银行,西安银行,"Bank of Xi'an Co.,Ltd.",20190301
600929,-,雪天盐业,雪天盐业,"Snowsky Salt Industry Group CO.,LTD",20180326
600933,-,爱柯迪,爱柯迪,"Ikd Co., Ltd.",20171117
600935,-,华塑股份,华塑股份,"ANHUI HWASU CO.,LTD.",20211126
600936,-,广西广电,广西广电,Guangxi Radio and Television Information Network Corporation Limited,20160815
600938,-,中国海油,中国海油,CNOOC LIMITED,20220421
600939,-,重庆建工,重庆建工,"Chongqing Construction Engineering Group Co.,Ltd",20170221
600941,-,中国移动,中国移动,CHINA MOBILE LIMITED,20220105
600955,-,维远股份,维远股份,"Lihuayi Weiyuan Chemical Co., Ltd.",20210915
600956,-,新天绿能,新天绿能,China Suntien Green Energy Corporation Limited,20200629
600958,-,东方证券,东方证券,Orient Securities Company Limited,20150323
600959,-,江苏有线,江苏有线,Jiangsu Broadcasting Cable Information Network Corporation Limited,20150428
600960,-,渤海汽车,渤海汽车,"Bohai Automative Systems Co., Ltd.",20040407
600961,-,株冶集团,株冶集团,"Zhuzhou Smelter Group Co.,Ltd.",20040830
600962,-,国投中鲁,国投中鲁,"SDIC Zhonglu Fruit Juice Co., Ltd.",20040622
600963,-,岳阳林纸,岳阳林纸,"Yueyang Forest & Paper Co., Ltd.",20040525
600965,-,福成股份,福成股份,"Fortune Ng Fung Food (Hebei) Co.,Ltd",20040713
600966,-,博汇纸业,博汇纸业,"SHANDONG  BOHUI PAPER INDUSTRIAL  CO.,LTD.",20040608
600967,-,内蒙一机,内蒙一机,"Inner Mongolia First Machinery GroupCo.,Ltd.",20040518
600968,-,海油发展,海油发展,Cnooc Energy Technology & Services Limited,20190626
600969,-,郴电国际,郴电国际,"Hunan Chendian International Developmentco.,ltd",20040408
600970,-,中材国际,中材国际,"Sinoma International Engineering Co.,Ltd",20050412
600971,-,恒源煤电,恒源煤电,"Anhui Hengyuan Coal Industry and Electricity Power Co.,Ltd",20040817
600973,-,宝胜股份,宝胜股份,"Baosheng Science and Technology Innovation Co.,Ltd.",20040802
600975,-,新五丰,新五丰,"Hunan New Wellful Co.,Ltd.",20040609
600976,-,健民集团,健民集团,"Jianmin Pharmaceutical Group Co., Ltd.",20040419
600977,-,中国电影,中国电影,"China Film Co.,Ltd.",20160809
600979,-,广安爱众,广安爱众,"SICHUAN GUANGAN AAA PUBLIC CO.,LTD .",20040906
600980,-,北矿科技,北矿科技,"BGRIMM Technology Co., Ltd.",20040512
600981,-,汇鸿集团,汇鸿集团,Jiangsu High Hope International Group Corporation,20040630
600982,-,宁波能源,宁波能源,"Ningbo Energy Group Co.,Ltd.",20040706
600983,-,惠而浦,惠而浦,"Whirlpool (China) Co., Ltd.",20040727
600984,-,建设机械,建设机械,"Shaanxi Construction Machinery Co.,Ltd",20040707
600985,-,淮北矿业,淮北矿业,"Huaibei Mining Holdings Co.,Ltd.",20040428
600986,-,浙文互联,浙文互联,"Zhewen Interactive Group Co., Ltd.",20040426
600987,-,航民股份,航民股份,"Zhejiang Hangmin Co.,Ltd",20040809
600988,-,赤峰黄金,赤峰黄金,"Chifeng Jilong Gold Mining Co.,Ltd.",20040414
600989,-,宝丰能源,宝丰能源,"Ningxia Baofeng Energy Group Co.,Ltd.",20190516
600990,-,四创电子,四创电子,"SUN CREATE ELECTRONICS CO., LTD",20040510
600992,-,贵绳股份,贵绳股份,"Guizhou Wire Rope Co., Ltd",20040514
600993,-,马应龙,马应龙,"Mayinglong Pharmaceutical Group Co.,Ltd",20040517
600995,-,南网储能,南网储能,"CHINA SOUTHERN POWER GRID ENERGY STORAGE CO.,LTD",20040615
600996,-,贵广网络,贵广网络,"Guizhou BC&TV Information Network CO.,LTD",20161226
600997,-,开滦股份,开滦股份,"Kailuan Energy Chemical Co.,Ltd.",20040602
600998,-,九州通,九州通,"Jointown Pharmaceutical Group Co., Ltd",20101102
600999,-,招商证券,招商证券,"China Merchants Securities Co., Ltd",20091117
601000,-,唐山港,唐山港,"Tangshan Port Group Co.,Ltd.",20100705
601001,-,晋控煤业,晋控煤业,"Jinneng Holding Shanxi Coal Industry Co.,Ltd.",20060623
601002,-,晋亿实业,晋亿实业,"Gem-Year Industrial Co.,Ltd.",20070126
601003,-,柳钢股份,柳钢股份,"Liuzhou Iron & Steel Co.,Ltd.",20070227
601005,-,重庆钢铁,重庆钢铁,Chongqing Iron & Steel Company Limited,20070228
601006,-,大秦铁路,大秦铁路,"Daqin Railway Co., Ltd.",20060801
601007,-,金陵饭店,金陵饭店,"Jinling Hotel Corporation, Ltd.",20070406
601008,-,连云港,连云港,"Jiangsu Lianyungang Port Co.,Ltd.",20070426
601009,-,南京银行,南京银行,"Bank of Nanjing Co.,Ltd.",20070719
601010,-,文峰股份,文峰股份,Wenfeng Great World Chain Development Corporation,20110603
601011,-,宝泰隆,宝泰隆,"Baotailong New Materials Co.,Ltd",20110309
601012,-,隆基绿能,隆基绿能,"Longi Green Energy Technology Co., Ltd.",20120411
601015,-,陕西黑猫,陕西黑猫,"Shaanxi Heimao Coking Co., Ltd.",20141105
601016,-,节能风电,节能风电,CECEP Wind-Power Corporation,20140929
601018,-,宁波港,宁波港,Ningbo Zhoushan Port Company Limited,20100928
601019,-,山东出版,山东出版,"Shandong Publishing & Media Co.,Ltd",20171122
601020,-,华钰矿业,华钰矿业,"Tibet Huayu Mining Co.,Ltd.",20160316
601021,-,春秋航空,春秋航空,"Spring Airlines Co., Ltd.",20150121
601022,-,宁波远洋,宁波远洋,"NINGBO OCEAN SHIPPING CO., LTD.",20221208
601028,-,玉龙股份,玉龙股份,"Shandong Yulong Gold Co., Ltd.",20111107
601038,-,一拖股份,一拖股份,First Tractor Company Limited,20120808
601058,-,赛轮轮胎,赛轮轮胎,"Sailun Group Co.,Ltd.",20110630
601059,-,信达证券,信达证券,"CINDA SECURITIES CO., LTD.",20230201
601066,-,中信建投,中信建投,"China Securities Co.,Ltd.",20180620
601068,-,中铝国际,中铝国际,China Aluminum International Engineering Corporation Limited,20180831
601069,-,西部黄金,西部黄金,"Western Region Gold Co.,Ltd",20150122
601077,-,渝农商行,渝农商行,"Chongqing Rural Commercial Bank Co.,Ltd.",20191029
601086,-,国芳集团,国芳集团,"GANSU GUOFANG INDUSTRY & TRADE(GROUP)CO.,LTD.",20170929
601088,-,中国神华,中国神华,China Shenhua Energy Company Limited,20071009
601089,-,福元医药,福元医药,"BEIJING FOYOU PHARMA CO.,LTD",20220630
601098,-,中南传媒,中南传媒,"China South Publishing & Media Group Co., Ltd",20101028
601099,-,太平洋,太平洋,"The Pacific Securities Co.,Ltd.",20071228
601100,-,恒立液压,恒立液压,"JIANGSU HENGLI  HYDRAULIC  CO.,LTD",20111028
601101,-,昊华能源,昊华能源,"Beijing Haohua Energy Resource Co.,Ltd.",20100331
601106,-,中国一重,中国一重,China First Heavy Industries,20100209
601107,-,四川成渝,四川成渝,Sichuan Expressway Company Limited,20090727
601108,-,财通证券,财通证券,"CAITONG SECURITIES CO.,LTD",20171024
601111,-,中国国航,中国国航,Air China Limited,20060818
601113,-,华鼎股份,华鼎股份,"Yiwu Huading Nylon Co.,Ltd.",20110509
601116,-,三江购物,三江购物,"Sanjiang Shopping Club Co.,Ltd",20110302
601117,-,中国化学,中国化学,"China National Chemical Engineering Co., Ltd.",20100107
601118,-,海南橡胶,海南橡胶,"China Hainan Rubber Industry Group Co., Ltd.",20110107
601126,-,四方股份,四方股份,"Beijing Sifang Automation Co.,Ltd",20101231
601127,-,赛力斯,赛力斯,"SERES GROUP CO.,LTD.",20160615
601128,-,常熟银行,常熟银行,"Jiangsu Changshu Rural Commercial Bank Co.,Ltd.",20160930
601136,-,首创证券,首创证券,CAPITAL SECURITIES CORPORATION LIMITED,20221222
601137,-,博威合金,博威合金,Ningbo Boway Alloy Material Company Limited,20110127
601138,-,工业富联,工业富联,"Foxconn Industrial Internet Co.,Ltd.",20180608
601139,-,深圳燃气,深圳燃气,Shenzhen Gas Corporation Ltd.,20091225
601155,-,新城控股,新城控股,"Seazen Holdings Co.,Ltd",20151204
601156,-,东航物流,东航物流,"Eastern Air Logistics Co., Ltd.",20210609
601158,-,重庆水务,重庆水务,"Chongqing Water Group Co.,Ltd.",20100329
601162,-,天风证券,天风证券,"Tianfeng Securities Co.,Ltd",20181019
601163,-,三角轮胎,三角轮胎,"Triangle Tyre Co.,Ltd",20160909
601166,-,兴业银行,兴业银行,"Industrial Bank Co.,Ltd.",20070205
601168,-,西部矿业,西部矿业,"Western Mining Co.,Ltd.",20070712
601169,-,北京银行,北京银行,"Bank of Beijing Co., Ltd.",20070919
601177,-,杭齿前进,杭齿前进,"Hangzhou Advance Gearbox Group Co., Ltd.",20101011
601179,-,中国西电,中国西电,"China XD Electric Co.,Ltd",20100128
601186,-,中国铁建,中国铁建,China Railway Construction Corporation Limited,20080310
601187,-,厦门银行,厦门银行,"Xiamen Bank Co.,Ltd",20201027
601188,-,龙江交通,龙江交通,"Heilongjiang Transport Development Co.,Ltd",20100319
601198,-,东兴证券,东兴证券,Dongxing Securities Corporation Limited,20150226
601199,-,江南水务,江南水务,"Jiangsu Jiangnan Water Co.,Ltd.",20110317
601200,-,上海环境,上海环境,"Shanghai Environment Group Co., Ltd.",20170331
601208,-,东材科技,东材科技,"SICHUAN EMT ECHNOLOGYCO.,LTD.",20110520
601211,-,国泰君安,国泰君安,"Guotai Junan Securities Co., Ltd.",20150626
601212,-,白银有色,白银有色,"Baiyin Nonferrous Group Co., Ltd.",20170215
601216,-,君正集团,君正集团,"Inner Mongolia Junzheng Energy & Chemical Group Co.,Ltd.",20110222
601218,-,吉鑫科技,吉鑫科技,"Jiangsu SINOJIT Wind Energy Technology Co., Ltd.",20110506
601222,-,林洋能源,林洋能源,"Jiangsu Linyang Energy Co., Ltd.",20110808
601225,-,陕西煤业,陕西煤业,Shaanxi Coal Industry Company Limited,20140128
601226,-,华电重工,华电重工,"Huadian Heavy Industries Co., Ltd.",20141211
601228,-,广州港,广州港,Guangzhou Port Company Limited,20170329
601229,-,上海银行,上海银行,"Bank of Shanghai Co., Ltd.",20161116
601231,-,环旭电子,环旭电子,"Universal Scientific Industrial(Shanghai)Co., Ltd.",20120220
601233,-,桐昆股份,桐昆股份,"Tongkun Group Co.,Ltd",20110518
601236,-,红塔证券,红塔证券,"Hongta Securities Co.,Ltd.",20190705
601238,-,广汽集团,广汽集团,"GUANGZHOU AUTOMOBILE GROUP CO., LTD.",20120329
601258,-,庞大集团,庞大集团,"Pang Da Automobile Trade Co., Ltd",20110428
601279,-,英利汽车,英利汽车,"Changchun Engley Automobile Industry Co.,Ltd.",20210415
601288,-,农业银行,农业银行,Agricultural Bank of China Limited,20100715
601298,-,青岛港,青岛港,"Qingdao Port International Co., Ltd.",20190121
601311,-,骆驼股份,骆驼股份,"Camel Group Co.,Ltd.",20110602
601318,-,中国平安,中国平安,"Ping An Insurance (Group) Company of China, Ltd.",20070301
601319,-,中国人保,中国人保,The People's Insurance Company (Group) of China Limited,20181116
601326,-,秦港股份,秦港股份,"Qinhuangdao Port Co., Ltd.",20170816
601328,-,交通银行,交通银行,"Bank of Communications Co.,Ltd.",20070515
601330,-,绿色动力,绿色动力,"Dynagreen Environmental Protection Group Co., Ltd.",20180611
601333,-,广深铁路,广深铁路,Guangshen Railway Company Limited,20061222
601336,-,新华保险,新华保险,New China Life Insurance Company Ltd.,20111216
601339,-,百隆东方,百隆东方,"Bros Eastern.,Ltd",20120612
601360,-,三六零,三六零,360 Security Technology Inc.,20120116
601366,-,利群股份,利群股份,"Liqun Commercial Group Co.,Ltd.",20170412
601368,-,绿城水务,绿城水务,"Guangxi Nanning Waterworks Co.,Ltd.",20150612
601369,-,陕鼓动力,陕鼓动力,"Xi'An Shaangu Power Co., Ltd.",20100428
601375,-,中原证券,中原证券,"Central China Securities Co., Ltd.",20170103
601377,-,兴业证券,兴业证券,"INDUSTRIAL SECURITIES CO.,LTD.",20101013
601388,-,怡球资源,怡球资源,Ye Chiu Metal Recycling ( China) Ltd.,20120423
601390,-,中国中铁,中国中铁,China Railway Group Limited,20071203
601398,-,工商银行,工商银行,Industrial and Commercial Bank of China Limited,20061027
601399,-,国机重装,国机重装,"SINOMACH HEAVY EQUIPMENT GROUP CO.,LTD.",20200608
601456,-,国联证券,国联证券,"Guolian Securities Co., Ltd.",20200731
601500,-,通用股份,通用股份,"Jiangsu General Science Technology Co.,Ltd",20160919
601512,-,中新集团,中新集团,China-Singapore Suzhou Industrial Park Development Group Co.Ltd.,20191220
601515,-,东风股份,东风股份,"Shantou Dongfeng Printing Co.,Ltd",20120216
601518,-,吉林高速,吉林高速,"Jilin Expressway Co.,Ltd.",20100319
601519,-,大智慧,大智慧,Shanghai DZH Limited,20110128
601528,-,瑞丰银行,瑞丰银行,"Zhejiang Shaoxing Ruifeng Rural Commercial Bank Co.,Ltd.",20210625
601555,-,东吴证券,东吴证券,"Soochow Securities Co.,Ltd.",20111212
601566,-,九牧王,九牧王,"Joeone Co.,Ltd",20110530
601567,-,三星医疗,三星医疗,"Ningbo Sanxing Medical Electric Co. , Ltd.",20110615
601568,-,北元集团,北元集团,"Shaanxi Beiyuan Chemical Industry Group Co., Ltd.",20201020
601577,-,长沙银行,长沙银行,"Bank of Changsha Co.,Ltd.",20180926
601579,-,会稽山,会稽山,"Kuaijishan Shaoxing Rice Wine Co., Ltd.",20140825
601588,-,北辰实业,北辰实业,Beijing North Star Company Limited,20061016
601595,-,上海电影,上海电影,"Shanghai Film Co.,Ltd.",20160817
601598,-,中国外运,中国外运,Sinotrans Limited,20190118
601599,-,浙文影业,浙文影业,"Zhewen Pictures Group co.,ltd",20110527
601600,-,中国铝业,中国铝业,Aluminum Corporation of China Limited,20070430
601601,-,中国太保,中国太保,"China Pacific Insurance (Group) Co., Ltd.",20071225
601606,-,长城军工,长城军工,"Anhui GreatWall Military Industry Co., Ltd",20180806
601607,-,上海医药,上海医药,"Shanghai Pharmaceuticals Holding Co.,Ltd",19940324
601608,-,中信重工,中信重工,"CITIC Heavy Industries Co., Ltd",20120706
601609,-,金田股份,金田股份,"Ningbo Jintian Copper(Group) Co., Ltd.",20200422
601611,-,中国核建,中国核建,CHINA NUCLEAR ENGINEERING & CONSTRUCTION CORPORATION LIMITED,20160606
601615,-,明阳智能,明阳智能,Ming Yang Smart Energy Group Limited,20190123
601616,-,广电电气,广电电气,"Shanghai Guangdian Electric Group Co., Ltd.",20110201
601618,-,中国中冶,中国中冶,Metallurgical Corporation of China Ltd.,20090921
601619,-,嘉泽新能,嘉泽新能,Ningxia Jiaze Renewables Corporation Limited,20170720
601628,-,中国人寿,中国人寿,China Life Insurance Company Limited,20070109
601633,-,长城汽车,长城汽车,Great Wall Motor Company Limited,20110928
601636,-,旗滨集团,旗滨集团,"Zhuzhou Kibing Group Co.,Ltd",20110812
601658,-,邮储银行,邮储银行,"Postal Savings Bank of China Co.,Ltd.",20191210
601665,-,齐鲁银行,齐鲁银行,"Qilu Bank Co.,Ltd",20210618
601666,-,平煤股份,平煤股份,"Pingdingshan Tianan Coal. Mining Co.,Ltd.",20061123
601668,-,中国建筑,中国建筑,China State Construction Engineering Corporation Limited,20090729
601669,-,中国电建,中国电建,"Power Construction Corporation of China,Ltd",20111018
601677,-,明泰铝业,明泰铝业,"Henan Mingtai Al.Industrial Co.,Ltd.",20110919
601678,-,滨化股份,滨化股份,"Befar Group Co., Ltd",20100223
601686,-,友发集团,友发集团,"Tianjin You Fa Steel Pipe Group Stock Co.,Ltd.",20201204
601688,-,华泰证券,华泰证券,"Huatai Securities Co.,Ltd.",20100226
601689,-,拓普集团,拓普集团,"Ningbo Tuopu Group Co., Ltd.",20150319
601696,-,中银证券,中银证券,"BOC International (China) Co., Ltd.",20200226
601698,-,中国卫通,中国卫通,"China Satellite Communications Co.,Ltd.",20190628
601699,-,潞安环能,潞安环能,"Shanxi Lu’an Environmental EnergyDev. Co.,Ltd",20060922
601700,-,风范股份,风范股份,"Changshu Fengfan Power Equipment Co.,Ltd.",20110118
601702,-,华峰铝业,华峰铝业,Shanghai Huafon Aluminium Corporation,20200907
601717,-,郑煤机,郑煤机,"ZHENGZHOU COAL MINING MACHINERY GROUP CO., LTD.",20100803
601718,-,际华集团,际华集团,Jihua Group Corporation Limited,20100816
601727,-,上海电气,上海电气,Shanghai Electric Group Company Limited,20081205
601728,-,中国电信,中国电信,China Telecom Corporation Limited,20210820
601766,-,中国中车,中国中车,CRRC Corporation Limited,20080818
601777,-,力帆科技,力帆科技,"Lifan Technology (Group) Co., Ltd.",20101125
601778,-,晶科科技,晶科科技,"Jinko Power Technology Co., Ltd.",20200519
601788,-,光大证券,光大证券,Everbright Securities Company Limited,20090818
601789,-,宁波建工,宁波建工,"Ningbo Construction Co., Ltd",20110816
601798,-,蓝科高新,蓝科高新,Lanpec Technologies Limited,20110622
601799,-,星宇股份,星宇股份,"Changzhou Xingyu Automotive Lighting Systems Co., Ltd.",20110201
601800,-,中国交建,中国交建,China Communications Construction Company Limited,20120309
601801,-,皖新传媒,皖新传媒,"Anhui Xinhua Media Co., Ltd",20100118
601808,-,中海油服,中海油服,China Oilfield Services Limited,20070928
601811,-,新华文轩,新华文轩,"Xinhua Winshare Publishing & Media Co.,Ltd.",20160808
601816,-,京沪高铁,京沪高铁,"Beijing-Shanghai High Speed Railway Co.,Ltd.",20200116
601818,-,光大银行,光大银行,China Everbright Bank Company Limited,20100818
601825,-,沪农商行,沪农商行,"Shanghai Rural Commercial Bank Co., Ltd.",20210819
601827,-,三峰环境,三峰环境,"Chongqing Sanfeng Environment Group Corp., Ltd.",20200605
601828,-,美凯龙,美凯龙,Red Star Macalline Group Corporation Ltd.,20180117
601838,-,成都银行,成都银行,"Bank of Chengdu Co.,Ltd.",20180131
601857,-,中国石油,中国石油,Petrochina Company Limited,20071105
601858,-,中国科传,中国科传,China Science Publishing & Media Ltd.,20170118
601860,-,紫金银行,紫金银行,"Jiangsu Zijin Rural Commercial Bank Co.,Ltd",20190103
601865,-,福莱特,福莱特,"Flat Glass Group Co., Ltd",20190215
601866,-,中远海发,中远海发,Cosco Shipping Development Company Limited,20071212
601868,-,中国能建,中国能建,China Energy Engineering Corporation Limited,20210928
601869,-,长飞光纤,长飞光纤,Yangtze Optical Fibre and Cable Joint Stock Limited Company,20180720
601872,-,招商轮船,招商轮船,"China Merchants Energy Shipping Co., Ltd.",20061201
601877,-,正泰电器,正泰电器,"Zhejiang Chint Electrics Co.,Ltd.",20100121
601878,-,浙商证券,浙商证券,"Zheshang Securities Co.,Ltd.",20170626
601880,-,辽港股份,辽港股份,"Liaoning Port Co., Ltd.",20101206
601881,-,中国银河,中国银河,"China Galaxy Securities Co.,Ltd.",20170123
